group,year,date,venue,organizer,title,author,discussant,session,start,end,link
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,Smoothly Mixing Regressions,"JOHN GEWEKE, University of Iowa",,,"JULY 13, 8:30 am","JULY 13, 9:30 am",http://www.biz.uiowa.edu/faculty/jgeweke/papers/SMR/ms.pdf
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,The Time Varying Volatility of Macroeconomic Fluctuations,"GIORGIO PRIMICERI, Northwestern University and NBER; ALEJANDRO JUSTINIANO, Federal Reserve Board",,,"JULY 13, 9:45 am","JULY 13, 10:45 am",https://conference.nber.org/confer/2006/si2006/efww/primiceri.pdf
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,Volatility Forecast Comparison Using Imperfect Volatility Proxies,"ANDREW PATTON, London School of Economics",,,"JULY 13, 11:00 am","JULY 13, 12:00 n",https://conference.nber.org/confer/2006/si2006/efww/patton.pdf
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,Making Exchange Rates Sparkle: Restricting Its Present-Value Model with Common Trends and Common Cycles,"JAMES NASON, Federal Reserve Bank of Atlanta; JOHN ROGERS, Federal Reserve Board",,,"JULY 14, 8:30 am","JULY 14, 9:30 am",https://conference.nber.org/confer/2006/si2006/efww/rogers.pdf
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,Fundamentals Based Exchange Rate Prediction Revisited,"JAN GROEN, Bank of England",,,"JULY 14, 9:45 am","JULY 14, 10:45 am",https://conference.nber.org/confer/2006/si2006/efww/groen.pdf
EFFE,2006,"July 11 - 14, 2006",Royal Sonesta Hotel,Mark Watson; Kenneth West,New Eurocoin: Tracking Economic Growth in Real Time,"FILIPPO ALTISSIMO, European Central Bank; RICCARDO CRISTADORO, Banca d'Italia; MARIO FORNI, Universita de Modena e Reggio Emilia; MARCO LIPPI, Universita di Roma La Sapienza; GIOVANNI VERONESE, Banca d'Italia",,,"JULY 14, 11:00 am","JULY 14, 12:00 n",https://conference.nber.org/confer/2006/si2006/efww/altissimo.pdf
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Understanding Recent Trends in Chronic Disease Treatment Rates: Are we Getting Sicker or Getting Screened?,"DAVID H. HOWARD, Emory University; KENNETH E. THORPE, Emory University; SUSAN BUSCH, Yale University",,,"JULY 27, 9:00 am","JULY 27, 9:50 am",https://conference.nber.org/confer/2006/si2006/hc/howard.pdf
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Price Variation in Markets with Homogenous Goods: The Case of Medigap,"NICOLE MAESTAS, RAND Corporation; MATHIS SCHROEDER, Cornell University; DANA GOLDMAN, RAND Corporation and NBER",,,"JULY 27, 9:50 am","JULY 27, 10:40 am",https://conference.nber.org/confer/2006/si2006/aw/maestas.pdf
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,"Health Insurance, Infertility Treatment, and Birth Outcomes","M. KATE BUNDORF, Stanford University and NBER; MELINDA HENNE, Stanford University; LAURENCE BAKER, Stanford University and NBER",,,"JULY 27, 10:55 am","JULY 27, 11:45 am",
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,The Impact of Information on Patient Preferences in Different Delivery Patterns (Prescription versus OTC Drugs),"KARINE LAMIRAUD, IEMS; ALBERTO HOLLY, IEMS; ESTELLE MARTIN, University Hospital of Switzerland; KONRADE VON BREMEN, IEMS",,,"JULY 27, 11:45 am","JULY 27, 12:35 pm",
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Massachusetts Health Insurance Plan,JON GRUBER,,,"JULY 27, 1:15 pm","JULY 27, 2:15 pm",
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,"Economic Status in Childhood, Birth Weight, and Adult Health and Labor Market Outcomes","RUCKER JOHNSON, UC, Berkeley; ROBERT SCHOENI, University of Michigan",,,"JULY 27, 2:30 pm","JULY 27, 3:20 pm",
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Can Pay Regulation Kill? Panel Data Evidence on the Effect of Labor Markets and Skills on Hospital Quality and Productivity,"EMMA HALL, Department of Health; CAROL PROPPER, University of Bristol; JOHN VAN REENEN, London School of Economics",,,"JULY 27, 3:35 pm","JULY 27, 4:25 pm",https://conference.nber.org/confer/2006/si2006/hc/vanreenen.pdf
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,"Causality, Learning, and Forgetting in Surgery","GAUTAM GOWRISANKARAN, Washington University in St. Louis and NBER; VIVIAN HO, Rice University; ROBERT TOWN, University of Minnesota and NBER",,,"JULY 28, 9:00 am","JULY 28, 9:50 am",
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Newer is Not Always Better: Reevaluating the Benefits of Newer Pharmaceuticals,"MICHAEL LAW, Harvard University; KAREN GROPIN, Harvard University",,,"JULY 28, 10:05 am","JULY 28, 10:55 am",https://conference.nber.org/confer/2006/si2006/hc/law.pdf
HC; AG,2006,"July 27 and 28, 2006","Royal Sonesta Hotel, Parkview Room",-,Improvements in the Effectiveness of FDAs Drug Safety Program: Insights from the Timing of Label Warnings,"RANDALL LUTTER, Food and Drug Administration; ARTHUR E. HASS, Food and Drug Administration; ALLAN BEGOSH,Food and Drug Administration; JOHN GOLDSMITH,Food and Drug Administration; DENNIS HILL, Food and Drug Administration",,,"JULY 28, 11:10 am","JULY 28, 12:00 pm",
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,The Connection between Maternal Employment and Childhood Obesity: Inspecting the Mechanism,"ANGELA FERTIG, University of Georgia; GERHARD GLOMM, Indiana University; RUSTY TCHERNIS, Indiana University",,,"JULY 24, 1:00 pm","JULY 24, 2:00 pm",https://conference.nber.org/confer/2006/si2006/he/tchernis.pdf
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,Smile! The Economic Value of Teeth,"SHERRY GLIED, Columbia University and NBER; MATTHEW NEIDELL, Columbia University",,,"JULY 24, 2:15 pm","JULY 24, 3:15 pm",https://conference.nber.org/confer/2006/si2006/he/neidell.pdf
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,Team Structure and Adverse Events in Home Health Care,"JOHN BRIDGES, Johns Hopkins University and NBER; PENNY FELDMANVisiting Nurse Service of New York; TIMOTHY PENG Visiting Nurse Service of New York",,,"JULY 24, 3:30 pm","JULY 24, 4:30 pm",
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,You Can Never Be Too Rich or Too Thin: The Causal Impact of Income on Obesity,"JOHN CAWLEY, Cornell University and NBER; JOHN MORAN, Syracuse University; KOSALIE SIMON, Cornell University and NBER",,,"JULY 25, 9:00 am","JULY 25, 10:00 am",
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,New Evidence on the Lagging Demographic Transition in Africa,"DALTON CONLEY, New York University and NBER; JEFFREY SACHS, Columbia University and NBER; GORDON MCCORD, Columbia University",,,"JULY 25, 10:15 am","JULY 25, 11:15 am",
HE,2006,"July 24- 25, 2006",Royal Sonesta Hotel,Michael Grossman; Ted Joyce,The Long-Term Effects of College Education on Morbidities: New Evidence from the Pre-Lottery Vietnam Draft,"BO MACINNIS, University of Michigan",,,"JULY 25, 11:30 am","JULY 25, 12:30 pm",https://conference.nber.org/confer/2006/si2006/he/mcinnis.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Adjusting to Capital Liberalization,"KOSUKE AOKI, London School of Economics; GIANLUCA BENIGNO, London School of Economics; NOBUHIRO KIYOTAKI, London School of Economics and NBER; PAOLO PESENTI, Federal Reserve Bank of New York and NBER","PHILIPPE BACCHETTA, Studienzentrum Gerzensee; PAOLO PESENTI, Federal Reserve Bank of New York and NBER",,"JULY 10, 9:00 am","JULY 10, 10:20 am",https://conference.nber.org/confer/2006/si2006/ifm/aoki.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Fiscal Policy and Macroeconomic Uncertainty in Developing Countries: The Tale of the Tormented Insurer,"ENRIQUE MENDOZA, University of Maryland and NBER; MARCELO OVIEDO, Iowa State University","GITA GOPINATH, Harvard University and NBER; NOURIEL ROUBINI, New York University and NBER",,"JULY 10, 10:40 am","JULY 10, 12:00 n",https://conference.nber.org/confer/2006/si2006/ifm/mendoza.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,"Trade Costs, Asset Market Frictions and Risk Sharing: A Joint Test","DOIREANN FITZGERALD, UC, Santa Cruz","JONATHAN EATON, New York University and NBER; KENNETH ROGOFF, Harvard University and NBER",,"JULY 11, 9:00 am","JULY 11, 10:20 am",http://www.doireann.com/trade_costs_asset_frictions_risk_sharing.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Sovereign Risk and Secondary Markets,"FERNANDO BRONER, CREI; ALBERTO MARTIN, CREI; JAUME VENTURA, Universitat Pompeu Fabra and NBER","GALINA HALE, Yale University; JING ZHANG, University of Michigan",,"JULY 11, 10:40 am","JULY 11, 12:00 n",https://conference.nber.org/confer/2006/si2006/ifm/martin.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Capital Flows to Developing Countries: The Allocation Puzzle,"PIERRE-OLIVIER GOURINCHAS, UC, Berkeley and NBER; OLIVIER JEANNE, International Monetary Fund","SEBNEM KALEMLI-OZCAN, University of Houston and NBER; FEDERICO STURZENEGGER, Universidad Torcuato Di Tella",,"JULY 12, 9:00 am","JULY 12, 10:20 am",https://conference.nber.org/confer/2006/si2006/ifm/gourinchas.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,A Solution to Two Paradoxes of International Capital Flows,"JIANDONG JU, University of Oklahoma; SHANG-JIN WEI, Harvard University and NBER","CHRISTIAN BRODA, University of Chicago and NBER; FABIO GHIRONI, Boston College and NBER",,"JULY 12, 10:40 am","JULY 12, 12:00 n",https://conference.nber.org/confer/2006/si2006/ifm/wei.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,"Distribution Margins, Imported Inputs, and the Insensitivity of the CPI to Exchange Rates","LINDA GOLDBERG, Federal Reserve Bank of New York and NBER; JOSE CAMPA, IESE Business School","ARIEL BURSTEIN, UC, Los Angeles and NBER; JOHN ROGERS, Federal Reserve Board",,"JULY 13, 9:00 am","JULY 13, 10:20 am",https://conference.nber.org/confer/2006/si2006/ifm/goldberg.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Information Immobility and the Home Bias Puzzle,"STIJN VAN NIEUWERBURGH, Stanford University and NBER; LAURA VELDKAMP, New York University","URBAN JERMANN, University of Pennsylvania and NBER; KAREN LEWIS, University of Pennsylvania and NBER",,"JULY 13, 10:40 am","JULY 13, 12:00 n",https://conference.nber.org/confer/2006/si2006/ifm/veldkamp.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,A Habit-Based Explanation of the Exchange Rate Risk Premium,"ADRIEN VERDELHAN, Boston University","RICHARD LYONS, UC, Berkeley and NBER; DAVID BACKUS, New York University and NBER",,"JULY 14, 9:00 am","JULY 14, 10:20 am",https://conference.nber.org/confer/2006/si2006/ifm/verdelhan.pdf
IFM,2006,"July 10-14, 2006",Royal Sonesta Hotel,Andrew Rose; Eric Van Wincoop,Does Economic Diversification Lead to Financial Development? Evidence from Topography,"RODNEY RAMCHARAN, International Monetary Fund","ROSS LEVINE, Brown University and NBER; BENT SORENSEN, University of Houston",,"JULY 14, 10:40 am","JULY 14, 12:00 n",https://conference.nber.org/confer/2006/si2006/ifm/ramcharan.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,R&D and Productivity: The Knowledge Capital Model Revisited,"ULRICH DORASZELSKI, Harvard University; JORDI JAUMANDREU, Universidad Carlos III de Madrid","DANIEL ACKERBERG, UC, Los Angeles",,"JULY 20, 8:30 am","JULY 20, 9:45 am",http://post.economics.harvard.edu/faculty/doraszelski/papers/endoprod2_1.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Measuring Aggregate Productivity Growth Using Plant-Level Data,"AMIL PETRIN, University of Chicago and NBER; JAMES LEVINSOHN, University of Michigan and NBER","AVIV NEVO, Northwestern University and NBER",,"JULY 20, 10:00 am","JULY 20, 11:15 am",https://conference.nber.org/confer/2006/si2006/io/petrin.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Complementarities and Collusion in an FCC Spectrum Auction,"PAT BAJARI, University of Michigan and NBER; JEREMY FOX, University of Chicago","PHILIP HAILE, Yale University and NBER",,"JULY 20, 11:30 am","JULY 20, 12:45 pm",https://conference.nber.org/confer/2006/si2006/io/bajari.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Entry and Exit in Geographic Markets,"TIM DUNNE, University of Oklahoma; SHAWN KLIMEK, Bureau of the Census; MARK ROBERTS, Pennsylvania State University and NBER; YI XU, Pennsylvania State University","CHAD SYVERSON, University of Chicago and NBER",,"JULY 20, 2:15 pm","JULY 20, 3:30 pm",https://conference.nber.org/confer/2006/si2006/io/roberts.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Do Frequency Reward Programs Create Switching Costs?,"WES HARTMANN, Stanford University; BRIAN VIARD, Stanford University","THOMAS HOLMES, University of Minnesota and NBER",,"JULY 20, 3:45 pm","JULY 20, 5:00 pm",https://conference.nber.org/confer/2006/si2006/io/hartmann.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,The Bidder's Curse,"HANH AHLEE, Stanford University; ULRIKE MALMENDIER, Stanford University and NBER","GINGER JIN, University of Maryland and NBER",,"JULY 21, 9:15 am","JULY 21, 10:30 am",https://conference.nber.org/confer/2006/si2006/io/malmendier.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Do Switching Costs Make Markets Less Competitive?,"JEAN-PIERRE DUBE, University of Chicago; GUNTER HITSCH, University of Chicago; PETER ROSSI, University of Chicago","ALAN SORENSEN, Stanford University and NBER",,"JULY 21, 10:45 am","JULY 21, 12:00 n",https://conference.nber.org/confer/2006/si2006/io/dube.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,Residential Customer Response to Real-Time Pricing: The Anaheim Critical-Peak Pricing Experiment,"FRANK WOLAK, Stanford University and NBER","ERIN MANSUR, Yale University and NBER",,"JULY 21, 1:15 pm","JULY 21, 2:30 pm",https://conference.nber.org/confer/2006/si2006/io/wolak.pdf
IO,2006,"JULY 20- 21, 2006",Royal Sonesta Hotel,Lanier Benkard; Phillip Leslie,The Return to Knowledge Hierarchies,"LUIS GARICANO, University of Chicago; THOMAS HUBBARD, Northwestern University and NBER","STEVEN TADELIS, UC, Berkeley and NBER",,"JULY 21, 2:45 pm","JULY 21, 4:00 pm",https://conference.nber.org/confer/2006/si2006/io/hubbard.pdf
PRIPE,2006,"July 24, 2006","NBER, 2nd Floor Conference Room",Amy Finkelstein; Jeffrey Furman; Josh Lerner,"Technology, Information and the Decentralization of the Firm","DARON ACEMOGLU, MIT and NBER; PHILIPPE AGHION, Harvard University and NBER; CLAIRE LELARGE, INSEE-CREST; JOHN VAN REENEN, London School of Economics; FABRIZIO ZILIBOTTI, Stockholm University","ERIK BRYNJOLFSSON, MIT",,"JULY 24, 9:30 am","JULY 24, 10:30 am",https://www.nber.org/papers/w12206
PRIPE,2006,"July 24, 2006","NBER, 2nd Floor Conference Room",Amy Finkelstein; Jeffrey Furman; Josh Lerner,Restructuring Research: Communication Costs and the Democratization of University Innovation,"AVI GOLDFARB, University of Toronto; AJAY AGRAWAL, University of Toronto","WESLEY COHEN, DukeUniversity and NBER",,"JULY 24, 10:30 am","JULY 24, 11:30 am",https://www.nber.org/papers/w12812
PRIPE,2006,"July 24, 2006","NBER, 2nd Floor Conference Room",Amy Finkelstein; Jeffrey Furman; Josh Lerner,Quasi-Experimental Evidence on the Impact of NIH Research Funding on Scientific Knowledge: How effective are Government Expenditures on R&D?,"BRIAN JACOB, Harvard University and NBER; LARS LEFGREN, Brigham Young University","ADAM JAFFE, BrandeisUniversity and NBER",,"JULY 24, 11:45 am","JULY 24, 12:45 pm",
PRIPE,2006,"July 24, 2006","NBER, 2nd Floor Conference Room",Amy Finkelstein; Jeffrey Furman; Josh Lerner,Foreign Graduate Students and Knowledge Creation at U.S. Universities: Evidence from Enrollment Fluctuations,"KEITH MASKUS, University of Colorado; AHMED MUSHFIQ MOBARAK, University of Colorado; ERIC STUEN, University of Colorado","BENJAMIN JONES, Northwestern University and NBER",,"JULY 24, 2:00 pm","JULY 24, 3:00 pm",
PRIPE,2006,"July 24, 2006","NBER, 2nd Floor Conference Room",Amy Finkelstein; Jeffrey Furman; Josh Lerner,Do Market Incentives Generate Innovation or Balkanization? Evidence from the Market for Rare Disease Drugs,"WESLEY YIN, University of Chicago","BRONWYN HALL, UC, Berkeley and NBER",,"JULY 24, 3:00 pm","JULY 24, 4:00 pm",
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,What Do Trade Negotiators Negotiate About? Empirical Evidence from the World Trade Organization,"KYLE BAGWELL, Columbia University and NBER; ROBERT STAIGER, University of Wisconsin-Madison and NBER",,,"JULY 31, 9:30 am","JULY 31, 10:30 am",https://conference.nber.org/confer/2006/si2006/iti/bagwell.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,Bilateral Predictions in a Multilateral World? Revisiting the Theory,"DANIEL BERNHOFEN, University of Nottingham",,,"JULY 31, 11:00 am","JULY 31, 12:00 n",https://conference.nber.org/confer/2006/si2006/iti/bernhofen.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,Commercial Policy in a Predatory World,"JAMES ANDERSON, BostonCollege and NBER",,,"JULY 31, 1:00 pm","JULY 31, 2:00 pm",https://conference.nber.org/confer/2006/si2006/iti/anderson.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,"Are Lives Substitute to Livelihoods? Terrorism, Security and US Bilateral Imports","DANIEL MIRZA, University of Rennes 1; THIERRY VERDIER, Paris-Jourdan Sciences Economiques",,,"JULY 31, 2:30 pm","JULY 31, 3:30 pm",https://conference.nber.org/confer/2006/si2006/iti/mirza.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,Foreign Graduate Students and Knowledge Creation at U.S. Universities: Evidence from Enrollment Fluctuations,"KEITH MASKUS, University of Colorado at Boulder; AHMED MUSHFIQ MOBARAK, University of Colorado at Boulder; ERIC STUEN, University of Colorado at Boulder",,,"AUGUST 1, 9:30 am","AUGUST 1, 10:30 am",https://conference.nber.org/confer/2006/si2006/iti/maskus.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,Rethinking the Effects of Immigration on Wages,"GIANMARCO OTTAVIANO, Universitat di Bologna; GIOVANNI PERI, UC, Davis and NBER",,,"AUGUST 1, 11:00 am","AUGUST 1, 12:00 n",https://conference.nber.org/confer/2006/si2006/iti/peri.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,Multiple Equilibria in Industrial Location: Evidence from German Airports,"STEPHEN REDDING, London School of Economics; DANIEL STURM, University of Munich; NIKOLAUS WOLF, Free University of Berlin",,,"AUGUST 1, 1:00 pm","AUGUST 1, 2:00 pm",https://conference.nber.org/confer/2006/si2006/iti/sturm.pdf
ITI,2006,"July 31- August 3, 2006",NBER,Donald Davis; David Weinstein,"Human Capital, the Structure of Production, and Growth","ANTONIO CICCONE, Universitat Pompeu Fabra; ELIAS PAPAIOANNOU, European Central Bank",,,"AUGUST 1, 2:30 pm","AUGUST 1, 3:30 pm",https://conference.nber.org/confer/2006/si2006/iti/papaioannou.pdf
